num_joins,num_where,has_order_by,has_group_by,query_length,rows_examined,using_filesort,using_temporary,index_count,buffer_pool_hit_ratio,connections_count,hour_of_day,day_of_week,access_type,is_slow,execution_time
0,1,0,0,45,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001069
0,1,0,0,49,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001069
0,1,0,0,47,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000912
0,1,0,0,59,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000634
0,1,0,0,55,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000779
0,1,0,0,47,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000469
0,1,0,0,56,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000494
0,1,0,0,46,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000584
0,1,0,0,53,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00205
0,1,0,0,48,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001846
0,1,0,0,54,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000649
0,1,0,0,62,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001794
0,1,0,0,45,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000704
0,1,0,0,47,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000609
0,1,0,0,49,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000577
0,1,0,0,51,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000439
0,1,0,0,46,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000619
0,1,0,0,42,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000494
0,1,0,0,56,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000664
0,1,0,0,62,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001554
0,1,0,0,42,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000711
0,1,0,0,51,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001551
0,1,0,0,44,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000655
0,1,0,0,49,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002033
0,1,0,0,58,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000819
0,1,0,0,49,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000711
0,1,0,0,47,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00243
0,1,0,0,58,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000496
0,1,0,0,42,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000583
0,1,0,0,50,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000923
0,1,0,0,48,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000441
0,1,0,0,51,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000515
0,1,0,0,48,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000717
0,1,0,0,42,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000639
0,1,0,0,46,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000619
0,1,0,0,48,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001995
0,1,0,0,49,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001336
0,1,0,0,44,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00181
0,1,0,0,46,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00132
0,1,0,0,57,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001063
0,1,0,0,45,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000462
0,1,0,0,52,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00178
0,1,0,0,46,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001804
0,1,0,0,51,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000571
0,1,0,0,43,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002337
0,1,0,0,50,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000582
0,1,0,0,43,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00066
0,1,0,0,57,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000941
0,1,0,0,46,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002011
0,1,0,0,58,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002542
0,1,0,0,58,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000881
0,1,0,0,44,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000562
0,1,0,0,53,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001591
0,1,0,0,51,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.0005
0,1,0,0,59,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000917
0,1,0,0,41,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000562
0,1,0,0,60,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.0013
0,1,0,0,57,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000592
0,1,0,0,42,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000793
0,1,0,0,44,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000531
0,1,0,0,55,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001744
0,1,0,0,58,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001628
0,1,0,0,58,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002493
0,1,0,0,44,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000576
0,1,0,0,52,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000689
0,1,0,0,59,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000584
0,1,0,0,50,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000427
0,1,0,0,48,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.0005
0,1,0,0,56,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001324
0,1,0,0,46,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000627
0,1,0,0,40,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000473
0,1,0,0,60,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000529
0,1,0,0,40,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000547
0,1,0,0,44,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000611
0,1,0,0,51,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002368
0,1,0,0,42,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000818
0,1,0,0,56,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001611
0,1,0,0,52,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000619
0,1,0,0,43,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000589
0,1,0,0,58,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001946
0,1,0,0,42,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001353
0,1,0,0,44,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001767
0,1,0,0,42,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000522
0,1,0,0,57,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000763
0,1,0,0,43,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001295
0,1,0,0,54,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000521
0,1,0,0,50,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000707
0,1,0,0,59,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001935
0,1,0,0,45,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000859
0,1,0,0,41,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000696
0,1,0,0,56,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001053
0,1,0,0,45,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00057
0,1,0,0,46,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002529
0,1,0,0,47,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000705
0,1,0,0,45,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000794
0,1,0,0,52,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000495
0,1,0,0,50,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001538
0,1,0,0,58,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001586
0,1,0,0,45,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00163
0,1,0,0,57,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000839
0,1,0,0,41,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001046
0,1,0,0,49,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00048
0,1,0,0,50,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001863
0,1,0,0,42,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00061
0,1,0,0,61,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000633
0,1,0,0,46,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000642
0,1,0,0,50,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002262
0,1,0,0,51,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002734
0,1,0,0,59,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001269
0,1,0,0,44,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001379
0,1,0,0,58,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000524
0,1,0,0,50,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000892
0,1,0,0,42,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000994
0,1,0,0,44,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001065
0,1,0,0,56,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000581
0,1,0,0,54,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000916
0,1,0,0,44,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000586
0,1,0,0,46,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002216
0,1,0,0,57,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001042
0,1,0,0,44,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000601
0,1,0,0,57,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000651
0,1,0,0,43,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002495
0,1,0,0,45,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000926
0,1,0,0,53,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001289
0,1,0,0,55,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000477
0,1,0,0,59,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000602
0,1,0,0,43,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002436
0,1,0,0,61,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000716
0,1,0,0,57,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001291
0,1,0,0,59,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001573
0,1,0,0,43,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000542
0,1,0,0,59,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000621
0,1,0,0,44,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000683
0,1,0,0,47,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001443
0,1,0,0,52,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001047
0,1,0,0,43,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000727
0,1,0,0,51,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001647
0,1,0,0,51,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001978
0,1,0,0,57,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000544
0,1,0,0,46,100,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001467
0,1,0,0,46,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000937
0,1,0,0,46,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000554
0,1,0,0,50,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000983
0,1,0,0,43,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000844
0,1,0,0,49,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000944
0,1,0,0,48,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000552
0,1,0,0,47,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000654
0,1,0,0,44,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000574
0,1,0,0,43,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.0005
0,1,0,0,44,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001518
0,1,0,0,59,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000723
0,1,0,0,41,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001992
0,1,0,0,41,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000596
0,1,0,0,49,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000538
0,1,0,0,48,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000537
0,1,0,0,42,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000968
0,1,0,0,43,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000469
0,1,0,0,50,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000565
0,1,0,0,50,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000533
0,1,0,0,55,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000563
0,1,0,0,44,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001761
0,1,0,0,45,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000881
0,1,0,0,49,5,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000558
0,1,0,0,60,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001672
0,1,0,0,58,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000609
0,1,0,0,60,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00207
0,1,0,0,51,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000771
0,1,0,0,58,200,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002936
0,1,0,0,61,50,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000949
0,1,0,0,50,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00061
0,1,0,0,47,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001761
0,1,0,0,46,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000535
0,1,0,0,43,10,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00056
0,1,0,0,56,20,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000524
0,1,0,0,47,150,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000598
0,1,0,0,49,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.003633
0,1,0,0,44,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002579
0,1,0,0,53,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002491
0,1,0,0,47,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000661
0,1,0,0,62,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002405
0,1,0,0,50,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001647
0,1,0,0,50,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00239
0,1,0,0,56,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002112
0,1,0,0,45,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001526
0,1,0,0,51,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002606
0,1,0,0,58,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002923
0,1,0,0,43,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002568
0,1,0,0,48,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.00248
0,1,0,0,59,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002291
0,1,0,0,46,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.003161
0,1,0,0,42,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001487
0,1,0,0,44,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002287
0,1,0,0,55,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002455
0,1,0,0,41,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001874
0,1,0,0,43,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.003016
0,1,0,0,44,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000658
0,1,0,0,45,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002417
0,1,0,0,52,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002176
0,1,0,0,57,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.001301
0,1,0,0,47,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002709
0,1,0,0,46,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002574
0,1,0,0,47,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002321
0,1,0,0,59,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.000573
0,1,0,0,58,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002877
0,1,0,0,60,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002429
0,1,0,0,51,250,0,0,0.0,0.992,2,15,6,UNKNOWN,0,0.002988
0,0,1,0,162,1500060,0,0,0.0,0.9921,2,14,2,UNKNOWN,1,6.13101
0,1,1,1,213,900036,0,0,0.0,0.9921,2,14,2,UNKNOWN,1,4.14965
2,0,1,1,284,218566,0,0,0.0,0.9921,2,14,2,UNKNOWN,1,1.26211
0,1,0,0,52,250,0,0,0.0,0.9921,2,14,2,UNKNOWN,0,0.000491
0,0,1,0,176,1200118,0,0,0.0,0.9921,2,14,2,UNKNOWN,1,7.55301
0,3,0,0,190,7780742,0,0,0.0,0.9917,3,15,2,UNKNOWN,1,7.12551
0,0,0,1,108,900036,0,0,0.0,0.9917,3,15,2,UNKNOWN,1,3.2182
2,0,1,0,266,328384,0,0,0.0,0.9917,3,15,2,UNKNOWN,1,3.31345
0,3,0,0,189,600023,0,0,0.0,0.9917,3,15,2,UNKNOWN,1,2.94536
0,3,0,0,195,600024,0,0,0.0,0.9917,3,15,2,UNKNOWN,1,2.6211
1,1,1,1,176,616617,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,36.5412
7,1,1,1,1031,53226,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,559.932
5,0,1,1,1039,167435,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,35.9841
4,1,1,1,1046,32059,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,9.21221
9,0,1,1,1914,38939,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,6.74086
4,3,1,1,1165,96071,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,1.07532
8,1,1,1,1559,166743,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,35.6342
5,1,1,1,1348,32060,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,1.1328
0,3,0,0,222,600024,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,1.95819
7,0,1,1,1625,44731,0,0,0.0,0.9915,3,15,2,UNKNOWN,1,530.734
6,1,1,1,1662,143647,0,0,0.0,0.9916,3,15,2,UNKNOWN,1,26.3792
4,0,1,1,1575,2529442,0,0,0.0,0.9916,3,15,2,UNKNOWN,1,5.53808
7,0,1,1,1907,1333495,0,0,0.0,0.9916,3,15,2,UNKNOWN,1,8.11001
6,0,1,1,1464,34,0,0,0.0,0.9916,3,15,2,UNKNOWN,1,1.00277
7,1,1,1,2388,27547,0,0,0.0,0.9916,3,15,2,UNKNOWN,1,8.26004
5,17,1,0,1863,11386,0,0,0.0,0.9916,3,15,2,UNKNOWN,1,7.69812
4,15,1,0,1702,168879,0,0,0.0,0.9916,3,15,2,UNKNOWN,1,7.33707
1,18,1,0,1749,1192048,0,0,0.0,0.9916,3,15,2,UNKNOWN,1,6.11478
16,20,1,1,2873,2028297,0,0,0.0,0.9916,3,15,2,UNKNOWN,1,43.57
1,1,1,0,250,128004,0,0,0.0,0.9916,2,17,3,UNKNOWN,1,8805.12
8,1,1,1,3921,32670,0,0,0.0,0.9916,2,17,3,UNKNOWN,1,27.0457
2,1,1,1,186,164032,0,0,0.0,0.9915,3,18,3,UNKNOWN,1,13.2447
5,1,1,1,575,191000,0,0,0.0,0.991,3,18,3,UNKNOWN,1,10.5666
3,1,1,1,439,240999,0,0,0.0,0.991,3,18,3,UNKNOWN,1,1.00021
3,1,1,1,463,1147646,0,0,0.0,0.991,3,18,3,UNKNOWN,1,4.93691
3,1,1,1,462,979222,0,0,0.0,0.991,3,18,3,UNKNOWN,1,5.07811
0,5,1,0,473,300120,0,0,0.0,0.991,3,18,3,UNKNOWN,1,1.8645
2,1,1,1,600,1847134,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,11.346
2,1,1,1,695,947198,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,5.57019
3,1,1,1,722,1263154,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,4.84624
2,1,1,1,542,151253,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,8.77049
5,1,1,1,848,1325280,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,8.94779
7,1,1,1,738,169665,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,8.93041
5,1,1,1,554,48501,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,2.63681
5,1,1,1,553,174310,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,10.4726
7,1,1,1,727,187633,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,6.20185
8,1,1,1,704,197521,0,0,0.0,0.9909,3,18,3,UNKNOWN,1,9.51993
0,1,1,1,616,600024,0,0,0.0,0.99,3,19,3,UNKNOWN,1,1736.08
1,1,1,1,787,1200048,0,0,0.0,0.99,3,19,3,UNKNOWN,1,2.29401
4,0,1,1,758,171811,0,0,0.0,0.99,3,19,3,UNKNOWN,1,175.093
4,0,1,1,815,171726,0,0,0.0,0.99,3,19,3,UNKNOWN,1,158.962
4,1,1,1,870,292172,0,0,0.0,0.99,3,19,3,UNKNOWN,1,10.0899
3,1,1,1,768,716604,0,0,0.0,0.99,3,19,3,UNKNOWN,1,85.8709
3,1,1,1,595,196158,0,0,0.0,0.99,3,19,3,UNKNOWN,1,8.98887
3,1,1,1,744,1313822,0,0,0.0,0.99,3,19,3,UNKNOWN,1,4.55372
8,0,1,1,1216,200584,0,0,0.0,0.99,3,19,3,UNKNOWN,1,1.13883
3,0,1,1,826,1277242,0,0,0.0,0.99,3,19,3,UNKNOWN,1,8.99865
8,1,1,1,1531,376477,0,0,0.0,0.9896,3,19,3,UNKNOWN,1,508.702
2,1,1,1,712,662078,0,0,0.0,0.9896,3,19,3,UNKNOWN,1,54.5063
3,1,1,1,705,38070,0,0,0.0,0.9896,3,19,3,UNKNOWN,1,4.49606
7,0,1,1,1267,37464,0,0,0.0,0.9935,5,19,3,UNKNOWN,1,313.19
3,6,1,0,1015,748661,0,0,0.0,0.9935,5,19,3,UNKNOWN,1,1340.62
3,1,1,1,953,1200048,0,0,0.0,0.9935,5,19,3,UNKNOWN,1,3.30366
7,0,1,1,1206,6924329,0,0,0.0,0.9935,5,19,3,UNKNOWN,1,37.9202
0,1,0,0,43,450,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.007513
0,1,0,0,56,450,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.00319
0,1,0,0,58,400,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.004168
0,1,0,0,46,300,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.005194
0,1,0,0,43,500,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.00635
0,1,0,0,47,350,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.004388
0,1,0,0,47,450,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.00125
0,1,0,0,47,300,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.002482
0,1,0,0,57,400,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.001578
0,1,0,0,51,300,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.002731
0,1,0,0,52,500,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.003793
0,1,0,0,43,400,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.004057
0,1,0,0,41,400,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.002496
0,1,0,0,52,400,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.002687
0,1,0,0,62,400,0,0,0.0,0.9935,5,19,3,UNKNOWN,0,0.004069
