num_joins,num_where,has_order_by,has_group_by,query_length,rows_examined,buffer_pool_hit_ratio,connections_count,hour_of_day,day_of_week,num_subqueries,num_predicates,num_aggregates,is_peak_hour,is_slow
4,1,1,1,1184,0,0.9647,2,0,4,0,0,13,1,1
6,1,1,1,2166,0,0.9647,2,0,4,0,0,29,1,1
3,0,1,1,339,0,0.9647,2,0,4,0,0,4,1,1
6,0,1,1,3260,0,0.9647,2,0,4,4,0,52,1,1
4,1,1,1,1517,0,0.9647,2,0,4,0,0,19,1,1
4,0,1,1,1772,0,0.9647,2,0,4,0,0,17,1,1
2,2,1,1,1286,0,0.9647,2,0,4,0,0,11,1,1
7,0,1,1,2531,0,0.9647,2,0,4,0,0,41,1,1
5,5,1,1,2742,0,0.9647,2,0,4,0,0,22,1,1
9,1,1,1,3796,0,0.9647,2,0,4,0,0,14,1,1
4,2,1,1,2543,0,0.9647,2,0,4,1,0,32,1,1
4,1,1,1,1728,0,0.9647,2,0,4,0,0,15,1,1
5,0,1,1,2048,0,0.9647,2,0,4,0,0,31,1,1
7,4,1,1,2269,0,0.9647,2,0,4,4,0,14,1,1
5,0,1,1,2110,0,0.9647,2,0,4,0,0,32,1,1
4,1,1,1,1782,0,0.9647,2,0,4,0,0,15,1,1
7,0,1,1,2752,0,0.9647,2,0,4,0,0,44,1,1
6,11,1,1,4793,0,0.9647,2,0,4,3,0,47,1,1
4,2,1,1,2172,0,0.9647,2,0,4,1,0,35,1,1
5,0,1,1,2202,0,0.9647,2,0,4,0,0,22,1,1
4,1,1,1,2661,0,0.9647,2,0,4,0,0,31,1,1
0,1,0,0,51,0,0.9647,2,0,4,0,0,0,1,0
0,1,0,0,58,0,0.9647,1,0,4,0,0,0,1,0
0,0,0,0,1704,0,0.9662,12,13,4,0,0,25,0,1
2,0,1,1,396,0,0.9678,11,13,4,0,0,6,0,1
3,1,1,1,750,0,0.9678,11,13,4,0,0,5,0,1
3,0,1,1,440,0,0.9678,11,13,4,0,0,6,0,1
2,1,1,1,1068,0,0.9678,11,13,4,0,0,5,0,1
0,0,1,1,385,0,0.9678,11,13,4,0,0,8,0,1
3,1,1,1,920,0,0.9759,11,14,4,0,0,4,1,1
2,1,1,1,1097,0,0.9759,11,14,4,0,0,8,1,1
4,1,1,1,839,0,0.9787,10,14,4,0,0,6,1,1
2,1,1,1,921,0,0.9812,10,14,4,0,0,9,1,1
2,1,1,1,494,0,0.9852,10,14,4,0,0,2,1,1
4,1,1,1,444,0,0.9852,10,14,4,0,0,3,1,1
3,2,1,1,533,0,0.9852,10,14,4,1,0,3,1,1
3,1,1,1,674,0,0.9852,10,14,4,0,0,2,1,1
6,1,1,1,1336,0,0.9852,10,14,4,0,0,9,1,1
4,1,1,1,896,0,0.9852,10,14,4,0,0,10,1,1
4,1,1,1,1174,0,0.9852,10,14,4,0,0,13,1,1
4,1,1,1,1258,0,0.9852,10,14,4,0,0,13,1,1
4,1,1,1,1330,0,0.9852,10,14,4,0,0,13,1,1
6,1,1,1,1597,0,0.9852,10,14,4,0,0,14,1,1
0,9,0,0,1721,0,0.9852,10,14,4,21,0,21,1,1
3,2,1,1,538,0,0.9852,10,14,4,0,0,3,1,1
6,1,1,1,1498,0,0.9855,10,14,4,0,0,22,1,1
7,2,1,1,1056,0,0.9874,9,14,4,1,0,13,1,1
3,1,1,1,492,0,0.9874,9,14,4,0,0,4,1,1
3,2,1,1,705,0,0.9874,9,14,4,0,0,4,1,1
4,0,1,1,871,0,0.9874,9,14,4,0,0,11,1,1
5,1,1,1,595,0,0.9874,9,14,4,0,0,6,1,1
3,1,1,1,924,0,0.9874,9,14,4,0,0,8,1,1
2,1,1,1,724,0,0.9874,9,14,4,0,0,8,1,1
4,1,1,1,543,0,0.9888,9,14,4,0,0,6,1,1
4,1,1,1,562,0,0.9888,9,14,4,0,0,6,1,1
3,1,1,1,830,0,-0.732,9,15,4,0,0,9,1,1
2,1,1,1,559,0,-0.732,9,15,4,0,0,8,1,1
2,1,1,1,549,0,-0.732,9,15,4,0,0,6,1,1
4,0,1,1,569,0,-0.732,9,15,4,0,0,7,1,1
7,2,1,1,1093,0,-0.732,9,15,4,1,0,12,1,1
2,1,1,1,505,0,-0.732,9,15,4,0,0,5,1,1
4,1,1,1,596,0,-0.732,9,15,4,0,0,7,1,1
3,2,1,1,967,0,-0.732,9,15,4,0,0,7,1,1
3,1,1,1,1114,0,-0.732,9,15,4,0,0,11,1,1
6,1,1,1,1551,0,-0.732,9,15,4,0,0,12,1,1
7,0,1,1,980,0,-0.732,9,15,4,0,0,11,1,1
7,1,1,1,957,0,-0.732,9,15,4,0,0,9,1,1
3,1,1,1,1020,0,-0.732,9,15,4,0,0,9,1,1
8,0,1,1,1778,0,-0.732,9,15,4,0,0,26,1,1
3,1,1,1,935,0,-0.732,9,15,4,0,0,11,1,1
5,2,1,1,876,0,-0.732,9,15,4,0,0,6,1,1
4,2,1,1,1077,0,-0.732,9,15,4,1,0,7,1,1
3,1,1,1,603,0,-0.732,9,15,4,0,0,6,1,1
4,1,1,1,626,0,0.778,9,15,4,0,0,8,1,1
4,1,1,1,857,0,0.778,9,15,4,0,0,11,1,1
5,1,1,1,1131,0,0.778,9,15,4,0,0,13,1,1
5,1,1,1,1427,0,0.9419,5,15,4,0,0,15,1,1
6,3,1,1,1195,0,0.9419,5,15,4,1,0,5,1,1
2,1,1,1,867,0,0.9419,5,15,4,0,0,9,1,1
4,1,1,1,799,0,0.9419,5,15,4,0,0,12,1,1
4,1,1,1,1369,0,0.9419,5,15,4,0,0,13,1,1
4,2,1,1,643,0,0.9419,5,15,4,1,0,4,1,1
2,3,1,0,527,0,0.9419,5,15,4,0,0,0,1,1
4,2,1,1,660,0,0.9419,5,15,4,1,0,3,1,1
4,0,1,1,1003,0,0.9623,3,16,4,0,0,10,1,1
2,0,1,1,727,0,0.9623,3,16,4,0,0,8,1,1
3,4,1,1,1928,0,0.9623,3,16,4,2,0,19,1,1
3,1,1,1,1025,0,0.9623,3,16,4,0,0,9,1,1
0,1,0,0,45,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,46,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,47,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,57,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,51,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,48,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,48,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,60,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,56,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,48,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,61,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,46,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,59,0,0.9623,3,16,4,0,0,0,1,0
0,1,0,0,60,0,0.9623,3,16,4,0,0,0,1,0
2,0,1,1,786,0,0.9624,3,16,4,0,0,12,1,1
3,1,1,1,1272,0,0.9624,3,16,4,0,0,9,1,1
4,1,1,1,884,0,0.9624,3,16,4,0,0,10,1,1
0,1,0,0,58,0,0.9624,3,16,4,0,0,0,1,0
0,1,0,0,42,0,0.9624,3,16,4,0,0,0,1,0
0,1,0,0,53,0,0.9624,3,16,4,0,0,0,1,0
0,1,0,0,63,0,0.9624,3,16,4,0,0,0,1,0
2,1,1,1,1192,0,0.9626,2,16,4,0,0,13,1,1
3,0,1,1,891,0,0.9626,2,16,4,0,0,12,1,1
0,1,0,0,59,0,0.9626,2,16,4,0,0,0,1,0
0,1,0,0,53,0,0.9626,2,16,4,0,0,0,1,0
0,1,0,0,52,0,0.9626,2,16,4,0,0,0,1,0
0,1,0,0,43,0,0.9626,2,16,4,0,0,0,1,0
0,1,0,0,47,0,0.9626,2,16,4,0,0,0,1,0
8,5,1,1,1512,0,0.9629,1,16,4,2,0,8,1,1
1,2,1,1,1374,0,0.9629,1,16,4,1,0,10,1,1
6,1,1,1,1698,0,0.9629,1,16,4,0,0,12,1,1
2,2,1,1,3008,0,0.9629,1,16,4,0,0,14,1,1
0,1,0,0,49,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,51,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,45,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,46,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,48,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,60,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,53,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,63,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,42,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,45,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,52,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,52,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,49,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,53,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,51,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,61,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,50,0,0.9629,1,16,4,0,0,0,1,0
0,1,0,0,57,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,51,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,47,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,60,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,48,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,56,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,44,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,45,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,43,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,47,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,54,0,0.963,1,16,4,0,0,0,1,0
0,1,0,0,53,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,52,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,51,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,57,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,61,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,56,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,45,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,47,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,45,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,52,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,45,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,59,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,52,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,45,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,43,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,61,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,57,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,60,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,46,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,58,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,50,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,63,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,51,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,53,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,44,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,60,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,54,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,51,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,44,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,47,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,53,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,46,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,56,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,48,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,59,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,48,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,48,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,42,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,47,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,49,0,0.9631,1,16,4,0,0,0,1,0
0,1,0,0,78,0,0.9989,4,21,3,0,0,0,0,1
0,1,1,0,79,0,0.9989,4,21,3,0,0,0,0,1
1,2,0,0,230,0,0.9997,4,22,3,0,0,0,0,1
0,1,0,0,206,0,0.9997,4,22,3,0,0,0,0,1
0,1,0,0,132,0,0.9997,4,22,3,0,0,0,0,1
0,1,0,0,101,0,0.9997,4,22,3,0,0,0,0,1
0,1,1,0,85,0,0.9997,4,22,3,0,0,0,0,1
0,1,0,0,219,0,0.9997,4,22,3,0,0,0,0,1
0,1,0,0,317,0,0.9997,4,22,3,0,0,0,0,1
0,2,1,0,265,0,0.9997,4,22,3,1,0,0,0,1
0,2,0,0,653,0,0.9997,4,22,3,1,0,1,0,1
2,1,0,0,414,0,0.9997,4,22,3,0,0,0,0,1
0,0,1,0,70,0,0.9978,4,22,3,0,0,0,0,1
0,0,1,0,59,0,0.9978,4,22,3,0,0,0,0,1
0,0,1,0,54,0,0.9978,4,22,3,0,0,0,0,1
0,0,1,0,60,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,60,0,0.9978,4,22,3,0,0,0,0,1
0,0,1,0,59,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,59,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,69,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,61,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,69,0,0.9978,4,22,3,0,0,0,0,1
0,0,1,0,54,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,82,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,81,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,84,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,96,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,68,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,72,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,88,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,75,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,77,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,80,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,69,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,53,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,57,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,58,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,59,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,74,0,0.9978,4,22,3,0,0,0,0,1
0,1,0,0,84,0,0.9955,4,22,3,0,0,0,0,1
0,0,1,0,53,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,87,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,154,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,110,0,0.9955,4,22,3,1,0,0,0,1
0,1,0,0,108,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,108,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,138,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,125,0,0.9955,4,22,3,0,0,0,0,1
0,0,1,0,60,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,88,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,85,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,106,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,97,0,0.9955,4,22,3,0,0,0,0,1
0,2,0,0,197,0,0.9955,4,22,3,3,0,2,0,1
0,1,0,0,108,0,0.9955,4,22,3,0,0,0,0,1
0,2,0,1,202,0,0.9955,4,22,3,2,0,1,0,1
0,1,0,0,119,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,170,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,114,0,0.9955,4,22,3,0,0,0,0,1
0,0,1,0,69,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,126,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,135,0,0.9955,4,22,3,0,0,0,0,1
0,1,1,0,211,0,0.9955,4,22,3,3,0,1,0,1
0,1,0,0,233,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,157,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,174,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,162,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,127,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,300,0,0.9955,4,22,3,1,0,1,0,1
0,0,1,0,48,0,0.9955,4,22,3,0,0,0,0,1
0,1,0,0,112,0,0.9955,4,22,3,0,0,0,0,1
0,0,1,0,50,0,0.9941,4,22,3,0,0,0,0,1
0,0,1,0,49,0,0.9941,4,22,3,0,0,0,0,1
0,0,1,0,52,0,0.9941,4,22,3,0,0,0,0,1
0,0,1,0,56,0,0.9974,2,23,3,0,0,0,0,1
0,0,1,0,56,0,0.9974,2,23,3,0,0,0,0,1
2,0,0,0,144,0,0.9974,2,23,3,0,0,0,0,1
0,0,1,0,54,0,0.9974,2,23,3,0,0,0,0,1
0,4,0,0,265,0,0.997,1,0,4,0,0,0,1,1
1,1,0,0,134,0,0.997,1,0,4,0,0,0,1,1
0,1,0,0,158,0,0.997,1,0,4,0,0,0,1,1
0,2,0,0,122,0,0.997,1,0,4,0,0,0,1,1
0,1,0,0,55,0,0.997,1,0,4,0,0,0,1,1
0,1,0,1,89,0,0.997,1,0,4,0,0,2,1,1
0,1,1,0,74,0,0.997,1,0,4,0,0,0,1,1
0,0,1,0,55,0,0.997,1,0,4,0,0,0,1,1
0,0,0,1,86,0,0.997,1,0,4,0,0,2,1,1
0,1,0,0,156,0,0.997,1,0,4,0,0,0,1,1
0,1,0,0,77,0,0.997,1,0,4,0,0,0,1,1
0,1,0,0,149,0,0.997,1,0,4,0,0,0,1,1
0,1,0,0,110,0,0.997,1,0,4,0,0,0,1,1
0,1,1,1,164,0,0.997,1,0,4,1,0,1,1,1
2,0,0,0,132,0,0.997,1,0,4,0,0,0,1,1
0,2,0,0,128,0,0.997,1,0,4,1,0,0,1,1
0,1,0,0,115,0,0.997,1,0,4,0,0,0,1,1
0,1,1,0,277,0,0.997,1,0,4,0,0,0,1,1
0,0,1,0,54,0,0.997,1,0,4,0,0,0,1,1
0,0,1,0,56,0,0.997,1,0,4,0,0,0,1,1
0,0,1,0,79,0,0.997,1,0,4,1,0,1,1,1
0,0,1,0,81,0,0.997,1,0,4,1,0,1,1,1
0,0,1,0,63,0,0.997,1,0,4,0,0,0,1,1
0,0,1,0,99,0,0.997,1,0,4,0,0,0,1,1
0,0,1,0,131,0,0.997,1,0,4,0,0,0,1,1
0,0,1,0,43,0,0.9995,3,20,4,0,0,0,0,1
0,1,0,0,61,0,0.9995,3,22,4,0,0,0,0,1
0,0,1,1,388,0,0.9995,3,11,5,0,0,1,1,1
0,1,0,0,243,0,0.9995,3,0,6,0,0,0,1,1
2,2,1,1,999,0,0.9995,3,20,1,0,0,4,0,1
0,1,0,0,36,0,0.9995,3,13,3,0,0,0,0,1
0,1,0,0,91,0,0.9995,3,13,3,0,0,0,0,1
0,0,1,0,295,0,0.9995,3,13,3,0,0,0,0,1
0,1,0,0,50,0,0.9995,3,14,3,0,0,0,1,1
1,0,0,0,89,0,0.9995,3,15,3,0,0,0,1,1
0,0,1,0,114,0,0.9995,3,16,3,0,0,0,1,1
0,1,0,0,62,0,0.9995,3,16,3,0,0,0,1,1
0,0,0,0,215,0,0.9995,3,16,3,0,0,0,1,1
0,1,0,0,47,0,0.9995,3,17,3,0,0,0,1,1
3,0,0,1,292,0,0.9995,3,18,3,0,0,2,1,1
1,0,1,1,255,0,0.9995,3,18,3,0,0,2,1,1
2,0,1,1,296,0,0.9995,3,18,3,0,0,3,1,1
3,0,1,1,369,0,0.9995,3,18,3,0,0,2,1,1
2,0,1,1,365,0,0.9995,3,18,3,0,0,5,1,1
0,1,0,0,90,0,0.9995,3,18,3,0,0,0,1,1
0,1,0,0,57,0,0.9995,3,18,3,0,0,0,1,1
1,1,1,1,366,0,0.9995,3,18,3,0,0,1,1,1
0,1,0,0,955,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,46,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,75,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,74,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,66,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,69,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,126,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,57,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,70,0,0.9995,3,21,3,0,0,0,0,1
1,1,1,1,185,0,0.9995,3,21,3,0,0,1,0,1
0,1,0,0,243,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,73,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,58,0,0.9995,3,21,3,0,0,0,0,1
0,1,0,0,65,0,0.9995,3,21,3,0,0,0,0,1
2,0,1,1,247,0,0.9995,3,21,3,0,0,2,0,1
1,1,1,1,241,0,0.9995,3,21,3,0,0,3,0,1
2,1,1,1,225,0,0.9995,3,21,3,0,0,1,0,1
0,0,1,1,129,0,0.9995,3,21,3,0,0,2,0,1
0,0,0,0,23,0,0.9995,3,11,4,0,0,0,1,1
0,1,1,0,62,0,0.9995,3,11,4,0,0,0,1,1
